my.site.num,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,lum.spp.richness,native.spp.richness,jumping.spp.richness,spp.richness,Max.pack.num,Dendrobaena.octaedra,Lumbricus.unknown,Aporrect.unknown,Dendrobaena.unknown,Lumbricus.rubellus,en.Dendrobaena.aplina,a.Lumbricus.terrestris,Octalasion.tyrtaeum,Octalasian.unknown,Aporrectodea.caliginosa,Apporectodea.rosea,Aporrectodea.turgida (APTU),Bimastos.rubidus,Unknown,Lumbricus.castaneus,Dendrodrilus.unknown,Octolasion.cyaneum,Amynthas.agrestis,Eisenia.fetida,Allolobophora.chlorotica,Aporrectodea.longa,endo.unknown,Amynthas.unknown,Eisenoides.lonnbergi,Eisenia.teteadra,Amynthas.tokioensis,epi.unknown,epi/endo.unknown,Dendrodrilus.terrestris,Lumbricus.octaedra,anecic.unknown,row.totals
1022,DE-41,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1023,DE-42,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,DE-43,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1025,DE-44,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1026,DE-45,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,DE-46,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1028,DE-47,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1029,DE-48,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030,DE-49,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1031,DE-50,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1032,DE-51,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1033,DE-52,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,DE-53,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1035,DE-54,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1036,DE-55,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1037,DE-56,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1038,DE-57,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1039,DE-58,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1040,DE-59,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1041,DE-60,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,DE-61,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043,DE-62,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1044,DE-63,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1045,DE-64,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1046,DE-65,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1047,DE-66,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1048,DE-67,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1049,DE-68,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050,DE-69,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1051,DE-70,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1052,DE-71,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1053,DE-72,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1054,DE-73,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1055,DE-74,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1056,DE-75,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1057,DE-76,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1058,DE-77,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1059,DE-78,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1060,DE-79,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1061,DE-80,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1062,DE-81,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1063,DE-82,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1064,DE-83,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1065,DE-84,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1066,DE-85,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1067,DE-86,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1068,DE-87,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1069,DE-88,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1070,DE-89,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1071,DE-90,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1072,DE-91,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1073,DE-92,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1074,DE-93,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1075,DE-94,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,DE-95,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1077,DE-96,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1078,DE-97,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,DE-98,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,DE-99,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,DE-100,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1082,DE-101,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1083,DE-102,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
