my.site.num,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,lum.spp.richness,native.spp.richness,jumping.spp.richness,spp.richness,Max.pack.num,Dendrobaena.octaedra,Lumbricus.unknown,Aporrect.unknown,Dendrobaena.unknown,Lumbricus.rubellus,en.Dendrobaena.aplina,a.Lumbricus.terrestris,Octalasion.tyrtaeum,Octalasian.unknown,Aporrectodea.caliginosa,Apporectodea.rosea,Aporrectodea.turgida (APTU),Bimastos.rubidus,Unknown,Lumbricus.castaneus,Dendrodrilus.unknown,Octolasion.cyaneum,Amynthas.agrestis,Eisenia.fetida,Allolobophora.chlorotica,Aporrectodea.longa,endo.unknown,Amynthas.unknown,Eisenoides.lonnbergi,Eisenia.teteadra,Amynthas.tokioensis,epi.unknown,epi/endo.unknown,Dendrodrilus.terrestris,Lumbricus.octaedra,anecic.unknown,row.totals
543,L. rubellus dominant,"Fahey et al., 2013",N,?,4-7,0.25,mustard,,,"Arnot Forest, Tompkin's County",2008-2009,"May, Oct",42.25,-76.666667,US,NY,,600-620,,secondary forest,A. saccharum,Sugar maple,,,900,,,,20,-4,,,,,,,,,,5,68,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
624,TUA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.532767,-110.642047,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,5,69,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
716,1583,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Mar,45.661766,-90.101565,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,,,5,70,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
719,1603,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Jun,45.194627,-90.720105,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,,,5,71,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
720,1629,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Jul,45.158538,-90.734522,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,,,5,72,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
721,1630,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Aug,45.160095,-90.730389,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,,,5,73,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
724,1691,"Loss et al., 2012",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Nov,46.130461,-90.720809,US,Wisconsin,,,,Hardwook Forest,,Quaking aspen,,,670,,,,20,-15,,,,,,,,,,5,74,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
27,Site 13,"Duffy, 2020",N,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.82094,-75.6244,US,New York,NA,,,forest,,,,,,7.1,,38.77998259,,,,,,,,20.85614734,,,,5,75,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
35,Site 22,"Duffy, 2020",N,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81731,-75.50443,US,New York,NA,,,forest,,,,,,5.4,,35.54083885,,,,,,,,13.36336336,,,,5,76,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
50,CBP-OF-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.80131667,-75.62375,US,New York,302.655,462,,old field,,,,,,6.1,,,,,,,,,,,,,,5,77,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
71,CTH-SM-2,"McCay & Scull, 2019",N,2.16,6,0.36,mustard,,50,Madison County site,2009,June,42.818167,-75.41585,US,New York,553.624,526,,deciduous forest,,,,,,5.75,,,,,,,,,,,,,,5,78,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
93,SBC-OF-2,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.85505,-75.31335,US,New York,20,462,,old field,,,,,,6.12,,,,,,,,,,,,,,5,79,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
106,SPF-SM-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.88313333,-75.7216,US,New York,160,489,,deciduous forest,,,,,,5.13,,,,,,,,,,,,,,5,80,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
107,SPF-SM-2,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.88938333,-75.71696667,US,New York,563.205,475,,deciduous forest,,,,,,5.12,,,,,,,,,,,,,,5,81,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,SMM-PP-3,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.79988333,-75.74311667,US,New York,40,523,,plantation,,,,,,5.75,,,,,,,,,,,,,,5,82,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
105,SPF-PP-2,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.88451667,-75.74445,US,New York,40,534,,plantation,,,,,,5.51,,,,,,,,,,,,,,5,83,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
132,LIHO,"McCay & Scull, 2019",N,NA,NA,0.36,mustard,,50,Other NY sites,2013,July,,,US,New York,,,,lakeside,,,,,,NA,,,,,,,,,,,,,,5,84,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
645,Forest,"Whalen, 2004",N,9.386,65,0.1444,hand/formalin,NA,NA,,2001-2002,,45.05,-75.183333,CA,Quebec,,,,forest,"Fagus grandifola, Acer rubrum","American beech, Red maple",NA,NA,940,6.2,soil/water slurry,,18,-10.3,,,,,,,,,,5,85,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
38,APHT,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2013,July,42.91141,-75.83684,US,New York,122,470,,deciduous forest,,,,,,4.89,,,,,,,,,,,,,,5,86,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
55,CBP-SM-2,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,June,42.80415,-75.62465,US,New York,358.469,481,,deciduous forest,,,,,,5.9,,,,,,,,,,,,,,4,87,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
69,CPF-PP-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.8107,-75.56393333,US,New York,277.309,362,,plantation,,,,,,5.67,,,,,,,,,,,,,,4,88,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
116,06LI,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,ADK site,2013,July,43.75095,-74.9807,US,New York,,,,deciduous forest,,,,,,5.41,,,,,,,,,,,,,,4,89,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
204,A50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.14392,-90.9358,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.5,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,90,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
205,A100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.14351,-90.9351,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,91,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
206,A150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.14371,-90.9345,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,92,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
212,A450,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.14328,-90.9307,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,93,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
216,B150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.08796,-91.0682,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,94,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
217,B200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.08758,-91.0687,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,95,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
218,B250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.08742,-91.0692,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,96,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
219,B300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.08716,-91.0694,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,97,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
222,C50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36107,-91.258,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.5,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,98,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
223,C100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36105,-91.2586,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,99,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
226,C250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36076,-91.2609,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,100,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
227,C300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36076,-91.2616,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,101,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
233,D200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.34614,-91.2658,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,102,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
234,D250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.34621,-91.2663,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,103,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
239,D500,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.3465,-91.2694,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,104,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
240,E50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37462,-91.2587,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,105,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
241,E100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37498,-91.2585,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,106,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
242,E150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37539,-91.2585,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,107,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
246,E400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37747,-91.258,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,108,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
250,F150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37456,-91.2656,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,109,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
255,F550,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37796,-91.2667,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,110,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
258,G200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.38749,-91.3142,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,111,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
260,G300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.388,-91.3154,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,112,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
278,I75,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.29169,-91.1555,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,113,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
279,I100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.29145,-91.1556,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,114,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
328,P350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,46.32212,-90.8541,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,115,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
329,P400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,46.32238,-90.8548,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,116,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
330,Q50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35168,-91.2886,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,117,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
331,Q100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35188,-91.2892,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,118,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
335,Q350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.3522,-91.2922,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,119,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
337,Q450,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35255,-91.2932,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,120,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
338,R100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38907,-91.2814,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,121,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
340,R250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38737,-91.2819,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,122,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
341,R300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.3873,-91.2822,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,123,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
342,R350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38673,-91.2823,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,124,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
352,T50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.40152,-91.2694,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,125,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
356,T350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.39902,-91.2685,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,126,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
357,T400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.39862,-91.2684,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,4,127,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
358,T450,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.39818,-91.2684,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-12,,,,,,,,,,4,128,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
360,AA50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58144,-94.5517,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,4,129,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
361,AA100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58156,-94.5524,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,4,130,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
364,AA250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58164,-94.5542,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,4,131,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
365,AA300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58166,-94.5549,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,4,132,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
368,BB150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.54814,-94.5105,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.5,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,4,133,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
